hnm_code,city,type,provider_name,group_name,remarks,col_7,col_8,col_9,col_10,col_11,col_12
BI01,ABU DHABI,PHARMACY,IBN HAYYAN PHARMACY,ARABIAN HOME HEALTHCARE,FACILITY CLOSED,,,,,,
